"","Fecha","Último","Apertura","Máximo","Mínimo","% var."
"515",2020-10-12,1.3064,1.3028,1.3084,1.3004,0.14
"516",2020-10-09,1.3046,1.2935,1.3051,1.292,0.87
"517",2020-10-08,1.2933,1.2919,1.2972,1.289,0.12
"518",2020-10-07,1.2918,1.2886,1.2931,1.2845,0.32
"519",2020-10-06,1.2877,1.2978,1.3008,1.2866,-0.77
"520",2020-10-05,1.2977,1.2933,1.2991,1.2899,0.36
"521",2020-10-02,1.2931,1.2893,1.2955,1.2837,0.33
"522",2020-10-01,1.2889,1.2919,1.298,1.2818,-0.21
"523",2020-09-30,1.2916,1.2864,1.2944,1.2806,0.43
"524",2020-09-29,1.2861,1.2836,1.2903,1.2822,0.27
"525",2020-09-28,1.2827,1.2747,1.2927,1.2744,0.64
"526",2020-09-25,1.2745,1.2754,1.2806,1.2687,-0.03
"527",2020-09-24,1.2749,1.2724,1.2782,1.2689,0.21
"528",2020-09-23,1.2722,1.2733,1.2778,1.2674,-0.07
"529",2020-09-22,1.2731,1.2812,1.2868,1.271,-0.65
"530",2020-09-21,1.2814,1.2924,1.2967,1.2774,-0.78
"531",2020-09-18,1.2915,1.2973,1.3001,1.2915,-0.44
"532",2020-09-17,1.2972,1.2966,1.3,1.2865,0.05
"533",2020-09-16,1.2965,1.2889,1.3008,1.2874,0.61
"534",2020-09-15,1.2886,1.2841,1.2927,1.2815,0.33
"535",2020-09-14,1.2844,1.2803,1.292,1.2775,0.4
"536",2020-09-11,1.2793,1.28,1.2866,1.2763,-0.08
"537",2020-09-10,1.2803,1.3003,1.3036,1.2773,-1.52
"538",2020-09-09,1.3,1.2981,1.3024,1.2884,0.1
"539",2020-09-08,1.2987,1.317,1.318,1.298,-1.36
"540",2020-09-07,1.3166,1.3274,1.3285,1.314,-0.87
"541",2020-09-04,1.3282,1.3282,1.332,1.3175,0.02
"542",2020-09-03,1.328,1.3349,1.3358,1.3242,-0.54
"543",2020-09-02,1.3352,1.3383,1.3404,1.3283,-0.22
"544",2020-09-01,1.3381,1.3367,1.3484,1.3355,0.09
"545",2020-08-31,1.3369,1.3342,1.3396,1.3301,0.15
"546",2020-08-28,1.3349,1.3208,1.3357,1.3185,1.14
"547",2020-08-27,1.3198,1.3207,1.3285,1.3162,-0.08
"548",2020-08-26,1.3208,1.3153,1.322,1.3117,0.44
"549",2020-08-25,1.315,1.3068,1.3171,1.3054,0.67
"550",2020-08-24,1.3063,1.3086,1.3149,1.3052,-0.18
"551",2020-08-21,1.3087,1.3216,1.3256,1.3059,-0.95
"552",2020-08-20,1.3212,1.3096,1.3226,1.3063,0.87
"553",2020-08-19,1.3098,1.3239,1.3269,1.3094,-1.04
"554",2020-08-18,1.3235,1.3099,1.325,1.3095,1.02
"555",2020-08-17,1.3102,1.3087,1.3123,1.3074,0.14
"556",2020-08-14,1.3084,1.306,1.3144,1.3047,0.16
"557",2020-08-13,1.3063,1.3035,1.3125,1.303,0.24
"558",2020-08-12,1.3032,1.3053,1.3068,1.3004,-0.12
"559",2020-08-11,1.3048,1.3078,1.3132,1.3041,-0.17
"560",2020-08-10,1.307,1.3042,1.3104,1.3018,0.15
"561",2020-08-07,1.3051,1.3153,1.3155,1.3009,-0.72
"562",2020-08-06,1.3146,1.3114,1.3187,1.3111,0.26
"563",2020-08-05,1.3112,1.3073,1.3162,1.3056,0.4
"564",2020-08-04,1.306,1.3075,1.3109,1.2981,-0.09
"565",2020-08-03,1.3072,1.3082,1.3113,1.3004,-0.12
"566",2020-07-31,1.3088,1.3098,1.3171,1.3069,-0.04
"567",2020-07-30,1.3093,1.2997,1.3103,1.2944,0.75
"568",2020-07-29,1.2995,1.2932,1.3013,1.2911,0.5
"569",2020-07-28,1.293,1.2882,1.2953,1.2838,0.38
"570",2020-07-27,1.2881,1.2786,1.2903,1.278,0.72
"571",2020-07-24,1.2789,1.2741,1.2804,1.2717,0.39
"572",2020-07-23,1.2739,1.2734,1.2761,1.2672,0.05
"573",2020-07-22,1.2732,1.2733,1.2744,1.2644,0.03
"574",2020-07-21,1.2728,1.2658,1.2768,1.265,0.54
"575",2020-07-20,1.266,1.2565,1.2666,1.2517,0.76
"576",2020-07-17,1.2565,1.2552,1.2575,1.251,0.13
"577",2020-07-16,1.2549,1.2584,1.2625,1.252,-0.25
"578",2020-07-15,1.258,1.2552,1.2651,1.2548,0.26
"579",2020-07-14,1.2548,1.2558,1.2567,1.2479,-0.03
"580",2020-07-13,1.2552,1.2612,1.2667,1.255,-0.54
"581",2020-07-10,1.262,1.2607,1.2665,1.2566,0.13
"582",2020-07-09,1.2604,1.2614,1.2671,1.26,-0.04
"583",2020-07-08,1.2609,1.2542,1.2624,1.2508,0.55
"584",2020-07-07,1.254,1.2492,1.2593,1.2463,0.39
"585",2020-07-06,1.2491,1.2485,1.2521,1.2459,0.06
"586",2020-07-03,1.2483,1.2465,1.2494,1.2437,0.14
"587",2020-07-02,1.2466,1.2476,1.2531,1.2456,-0.03
"588",2020-07-01,1.247,1.2401,1.2492,1.2358,0.57
"589",2020-06-30,1.2399,1.2298,1.2402,1.2257,0.84
"590",2020-06-29,1.2296,1.234,1.2391,1.2251,-0.3
"591",2020-06-26,1.2333,1.2421,1.2438,1.2313,-0.65
"592",2020-06-25,1.2414,1.2419,1.2465,1.2388,-0.03
"593",2020-06-24,1.2418,1.2521,1.2543,1.2414,-0.8
"594",2020-06-23,1.2518,1.2467,1.2533,1.2431,0.46
"595",2020-06-22,1.2461,1.2356,1.2478,1.2335,0.85
"596",2020-06-19,1.2356,1.2421,1.2457,1.2343,-0.55
"597",2020-06-18,1.2424,1.2556,1.2568,1.2401,-1.04
"598",2020-06-17,1.2554,1.2573,1.2589,1.251,-0.16
"599",2020-06-16,1.2574,1.2605,1.2688,1.2553,-0.22
"600",2020-06-15,1.2602,1.2531,1.2608,1.2454,0.49
"601",2020-06-12,1.254,1.2601,1.2655,1.2473,-0.48
"602",2020-06-11,1.26,1.2745,1.2756,1.2586,-1.14
"603",2020-06-10,1.2745,1.2731,1.2814,1.2706,0.13
"604",2020-06-09,1.2729,1.2723,1.2757,1.2617,0.06
"605",2020-06-08,1.2722,1.2681,1.2737,1.2628,0.47
"606",2020-06-05,1.2663,1.2607,1.2732,1.2582,0.55
"607",2020-06-04,1.2594,1.2576,1.2634,1.25,0.17
"608",2020-06-03,1.2572,1.255,1.2616,1.2544,0.18
"609",2020-06-02,1.2549,1.2501,1.2577,1.2478,0.46
"610",2020-06-01,1.2492,1.2339,1.2507,1.2322,1.2
"611",2020-05-29,1.2344,1.232,1.2395,1.2291,0.23
"612",2020-05-28,1.2316,1.2261,1.2345,1.2234,0.54
"613",2020-05-27,1.225,1.2332,1.2355,1.2205,-0.66
"614",2020-05-26,1.2331,1.219,1.2364,1.2179,1.22
"615",2020-05-25,1.2182,1.2179,1.2205,1.2163,0.15
"616",2020-05-22,1.2164,1.2226,1.2242,1.2161,-0.47
"617",2020-05-21,1.2222,1.224,1.225,1.2185,-0.14
"618",2020-05-20,1.2239,1.2241,1.2289,1.2221,-0.1
"619",2020-05-19,1.2251,1.2194,1.2297,1.2184,0.51
"620",2020-05-18,1.2189,1.2086,1.2228,1.2075,0.7
"621",2020-05-15,1.2104,1.2222,1.2239,1.2101,-1
"622",2020-05-14,1.2226,1.2231,1.2242,1.2165,-0.02
"623",2020-05-13,1.2229,1.226,1.2341,1.221,-0.24
"624",2020-05-12,1.2259,1.2334,1.2377,1.2255,-0.62
"625",2020-05-11,1.2335,1.2406,1.2438,1.2284,-0.58
"626",2020-05-08,1.2407,1.2364,1.2469,1.235,0.37
"627",2020-05-07,1.2361,1.2347,1.2418,1.2265,0.16
"628",2020-05-06,1.2341,1.2435,1.2451,1.2335,-0.75
"629",2020-05-05,1.2434,1.2443,1.2485,1.2421,-0.06
"630",2020-05-04,1.2442,1.2499,1.2504,1.2405,-0.48
"631",2020-05-01,1.2502,1.2599,1.2602,1.2483,-0.71
"632",2020-04-30,1.2592,1.2468,1.2643,1.2428,1.03
"633",2020-04-29,1.2464,1.2425,1.2487,1.2388,0.35
"634",2020-04-28,1.2421,1.2432,1.2519,1.2404,-0.06
"635",2020-04-27,1.2428,1.2369,1.2456,1.2359,0.49
"636",2020-04-24,1.2367,1.2344,1.2378,1.2298,0.2
"637",2020-04-23,1.2342,1.2334,1.2416,1.2307,0.08
"638",2020-04-22,1.2332,1.2294,1.2387,1.2273,0.32
"639",2020-04-21,1.2293,1.2437,1.2451,1.2247,-1.14
"640",2020-04-20,1.2435,1.2487,1.2505,1.2415,-0.51
"641",2020-04-17,1.2499,1.2457,1.2523,1.2407,0.35
"642",2020-04-16,1.2455,1.2514,1.2531,1.2407,-0.47
"643",2020-04-15,1.2514,1.2616,1.2631,1.2437,-0.86
"644",2020-04-14,1.2623,1.2514,1.2648,1.2503,0.93
"645",2020-04-13,1.2507,1.2464,1.2537,1.245,0.44
"646",2020-04-10,1.2452,1.2458,1.2488,1.2443,-0.02
"647",2020-04-09,1.2455,1.2385,1.2485,1.2361,0.57
"648",2020-04-08,1.2385,1.2331,1.2421,1.2288,0.39
"649",2020-04-07,1.2337,1.2232,1.2385,1.2164,0.88
"650",2020-04-06,1.2229,1.2264,1.2328,1.2208,-0.25
"651",2020-04-03,1.226,1.2396,1.2412,1.2206,-1.07
"652",2020-04-02,1.2392,1.2376,1.2476,1.2349,0.13
"653",2020-04-01,1.2376,1.2429,1.2443,1.2329,-0.34
"654",2020-03-31,1.2418,1.2414,1.2474,1.2251,0.02
"655",2020-03-30,1.2416,1.2435,1.2469,1.2316,-0.32
"656",2020-03-27,1.2456,1.2204,1.2486,1.2131,2.09
"657",2020-03-26,1.2201,1.1875,1.2232,1.1775,2.66
"658",2020-03-25,1.1885,1.176,1.1976,1.1639,1.09
"659",2020-03-24,1.1757,1.1549,1.1801,1.1508,1.81
"660",2020-03-23,1.1548,1.166,1.1741,1.1446,-0.8
"661",2020-03-20,1.1641,1.1487,1.1934,1.1409,1.36
"662",2020-03-19,1.1485,1.1619,1.1794,1.1473,-1.1
"663",2020-03-18,1.1613,1.2052,1.2131,1.1461,-3.63
"664",2020-03-17,1.205,1.227,1.2275,1.2002,-1.76
"665",2020-03-16,1.2266,1.2285,1.2431,1.2201,-0.08
"666",2020-03-13,1.2276,1.2574,1.2626,1.2268,-2.35
"667",2020-03-12,1.2571,1.2818,1.2851,1.249,-1.94
"668",2020-03-11,1.282,1.2904,1.2977,1.2804,-0.67
"669",2020-03-10,1.2906,1.313,1.3133,1.2881,-1.71
"670",2020-03-09,1.3131,1.3047,1.3201,1.3031,0.64
"671",2020-03-06,1.3047,1.2954,1.3058,1.2943,0.72
"672",2020-03-05,1.2954,1.2872,1.2969,1.2859,0.65
"673",2020-03-04,1.287,1.2812,1.2874,1.277,0.47
"674",2020-03-03,1.281,1.2752,1.2845,1.2738,0.47
"675",2020-03-02,1.275,1.28,1.2852,1.2739,-0.55
"676",2020-02-28,1.282,1.2885,1.2921,1.2725,-0.5
"677",2020-02-27,1.2884,1.2907,1.2947,1.2859,-0.15
"678",2020-02-26,1.2903,1.3005,1.3013,1.2895,-0.78
"679",2020-02-25,1.3004,1.2924,1.3019,1.2914,0.6
"680",2020-02-24,1.2927,1.296,1.2973,1.2886,-0.32
"681",2020-02-21,1.2969,1.2884,1.2982,1.2877,0.7
"682",2020-02-20,1.2879,1.2922,1.293,1.2848,-0.31
"683",2020-02-19,1.2919,1.2998,1.3024,1.2907,-0.61
"684",2020-02-18,1.2998,1.3007,1.3049,1.297,-0.06
"685",2020-02-17,1.3006,1.3036,1.3055,1.2998,-0.31
"686",2020-02-14,1.3046,1.3051,1.3065,1.3001,0.01
"687",2020-02-13,1.3045,1.296,1.307,1.2944,0.66
"688",2020-02-12,1.296,1.2952,1.2993,1.2947,0.07
"689",2020-02-11,1.2951,1.2915,1.2969,1.2895,0.29
"690",2020-02-10,1.2913,1.2897,1.2947,1.2872,0.17
"691",2020-02-07,1.2891,1.293,1.296,1.2881,-0.29
"692",2020-02-06,1.2928,1.2999,1.3005,1.2921,-0.55
"693",2020-02-05,1.3,1.3033,1.3071,1.2956,-0.22
"694",2020-02-04,1.3029,1.2996,1.3047,1.294,0.28
"695",2020-02-03,1.2993,1.3217,1.3217,1.2982,-1.56
"696",2020-01-31,1.3199,1.3099,1.321,1.3083,0.8
"697",2020-01-30,1.3094,1.302,1.3111,1.2977,0.57
"698",2020-01-29,1.302,1.3028,1.3032,1.2989,-0.05
"699",2020-01-28,1.3027,1.3055,1.3067,1.2975,-0.2
"700",2020-01-27,1.3053,1.3075,1.3105,1.304,-0.18
"701",2020-01-24,1.3076,1.3122,1.3174,1.3056,-0.34
"702",2020-01-23,1.3121,1.3142,1.3152,1.3096,-0.14
"703",2020-01-22,1.314,1.3051,1.3154,1.3034,0.71
"704",2020-01-21,1.3047,1.3013,1.3085,1.2995,0.29
"705",2020-01-20,1.3009,1.3002,1.3014,1.2961,0.01
"706",2020-01-17,1.3008,1.308,1.3119,1.3005,-0.52
"707",2020-01-16,1.3076,1.3039,1.3084,1.3024,0.31
"708",2020-01-15,1.3036,1.3018,1.3044,1.2986,0.15
"709",2020-01-14,1.3017,1.2988,1.3034,1.2953,0.22
"710",2020-01-13,1.2988,1.3055,1.3064,1.296,-0.54
"711",2020-01-10,1.3059,1.3067,1.3097,1.3041,-0.05
"712",2020-01-09,1.3065,1.3101,1.3125,1.3012,-0.24
"713",2020-01-08,1.3097,1.3125,1.3171,1.308,-0.2
"714",2020-01-07,1.3123,1.3168,1.3213,1.3095,-0.33
"715",2020-01-06,1.3167,1.3075,1.3175,1.3063,0.62
"716",2020-01-03,1.3086,1.3138,1.3162,1.3053,-0.44
"717",2020-01-02,1.3144,1.3255,1.3268,1.3115,-0.83
"718",2020-01-01,1.3254,1.3261,1.3276,1.3237,-0.04
"719",2019-12-31,1.3259,1.3117,1.3285,1.3106,1.11
"720",2019-12-30,1.3113,1.3066,1.3152,1.3066,0.28
"721",2019-12-27,1.3076,1.2992,1.3118,1.2967,0.65
"722",2019-12-26,1.2992,1.2961,1.3017,1.2952,0.25
"723",2019-12-25,1.296,1.2943,1.299,1.2921,0.12
"724",2019-12-24,1.2944,1.2936,1.2972,1.2912,0.09
"725",2019-12-23,1.2933,1.2994,1.3033,1.2904,-0.53
"726",2019-12-20,1.3002,1.301,1.3081,1.2978,-0.04
"727",2019-12-19,1.3007,1.3079,1.3133,1.2989,-0.53
"728",2019-12-18,1.3076,1.3129,1.3136,1.3059,-0.4
"729",2019-12-17,1.3128,1.333,1.334,1.3099,-1.51
"730",2019-12-16,1.3329,1.3336,1.3423,1.332,0.03
"731",2019-12-13,1.3325,1.3168,1.3516,1.316,1.24
"732",2019-12-12,1.3162,1.3203,1.323,1.3051,-0.23
"733",2019-12-11,1.3193,1.3157,1.3214,1.3106,0.3
"734",2019-12-10,1.3154,1.3151,1.3217,1.3132,0.08
"735",2019-12-09,1.3143,1.3139,1.3182,1.3117,0.06
"736",2019-12-06,1.3135,1.3157,1.3167,1.31,-0.15
"737",2019-12-05,1.3155,1.3104,1.3168,1.3102,0.4
"738",2019-12-04,1.3103,1.2993,1.3122,1.2981,0.85
"739",2019-12-03,1.2992,1.294,1.3012,1.293,0.43
"740",2019-12-02,1.2936,1.2917,1.2951,1.2895,0.02
"741",2019-11-29,1.2933,1.2911,1.2948,1.2879,0.17
"742",2019-11-28,1.2911,1.2921,1.2952,1.2898,-0.08
"743",2019-11-27,1.2921,1.2866,1.2924,1.2826,0.44
"744",2019-11-26,1.2865,1.2899,1.291,1.2836,-0.26
"745",2019-11-25,1.2898,1.2851,1.2913,1.284,0.53
"746",2019-11-22,1.283,1.2915,1.293,1.2823,-0.64
"747",2019-11-21,1.2913,1.2924,1.2972,1.2893,-0.07
"748",2019-11-20,1.2922,1.2924,1.2933,1.2887,0
"749",2019-11-19,1.2922,1.2954,1.2971,1.2909,-0.23
"750",2019-11-18,1.2952,1.2905,1.2986,1.29,0.41
"751",2019-11-15,1.2899,1.2881,1.2921,1.2866,0.14
"752",2019-11-14,1.2881,1.2851,1.2889,1.2824,0.25
"753",2019-11-13,1.2849,1.2848,1.2865,1.2822,0.04
"754",2019-11-12,1.2844,1.2855,1.2875,1.2815,-0.05
"755",2019-11-11,1.2851,1.2777,1.2898,1.2777,0.63
"756",2019-11-08,1.277,1.2813,1.2826,1.2768,-0.34
"757",2019-11-07,1.2813,1.2853,1.2879,1.2794,-0.29
"758",2019-11-06,1.285,1.2885,1.2898,1.2844,-0.25
"759",2019-11-05,1.2882,1.2884,1.2918,1.2859,0
"760",2019-11-04,1.2882,1.2944,1.2948,1.2875,-0.4
"761",2019-11-01,1.2934,1.294,1.2974,1.2926,-0.05
"762",2019-10-31,1.294,1.2904,1.2976,1.2894,0.3
"763",2019-10-30,1.2901,1.2869,1.2909,1.2845,0.28
"764",2019-10-29,1.2865,1.2865,1.2905,1.2806,0.02
"765",2019-10-28,1.2862,1.2825,1.2878,1.281,0.32
"766",2019-10-25,1.2821,1.2852,1.2864,1.2803,-0.23
"767",2019-10-24,1.285,1.2912,1.2952,1.2788,-0.51
"768",2019-10-23,1.2916,1.2872,1.2923,1.284,0.34
"769",2019-10-22,1.2872,1.2959,1.3001,1.2861,-0.66
"770",2019-10-21,1.2958,1.2925,1.3013,1.2874,-0.1
"771",2019-10-18,1.2971,1.289,1.2987,1.2838,0.64
"772",2019-10-17,1.2888,1.2832,1.299,1.275,0.45
"773",2019-10-16,1.283,1.2787,1.2877,1.2656,0.34
"774",2019-10-15,1.2786,1.2609,1.28,1.2602,1.43
"775",2019-10-14,1.2606,1.2625,1.2654,1.2515,-0.32
"776",2019-10-11,1.2647,1.2441,1.2708,1.2407,1.66
"777",2019-10-10,1.244,1.2206,1.247,1.2205,1.93
"778",2019-10-09,1.2204,1.2219,1.2292,1.2198,-0.11
"779",2019-10-08,1.2217,1.2292,1.2304,1.2194,-0.59
"780",2019-10-07,1.229,1.2326,1.2338,1.2286,-0.34
"781",2019-10-04,1.2332,1.2333,1.2358,1.2276,0.03
"782",2019-10-03,1.2328,1.2306,1.2414,1.2265,0.23
"783",2019-10-02,1.23,1.2307,1.2325,1.2227,-0.01
"784",2019-10-01,1.2301,1.2287,1.2342,1.2206,0.11
"785",2019-09-30,1.2287,1.2289,1.2348,1.2275,-0.01
"786",2019-09-27,1.2288,1.2322,1.2338,1.227,-0.28
"787",2019-09-26,1.2322,1.2356,1.2382,1.2302,-0.22
"788",2019-09-25,1.2349,1.2484,1.25,1.2347,-1.11
"789",2019-09-24,1.2488,1.2429,1.2503,1.2414,0.47
"790",2019-09-23,1.2429,1.2469,1.2492,1.2413,-0.38
"791",2019-09-20,1.2477,1.2524,1.2583,1.2459,-0.38
"792",2019-09-19,1.2524,1.2473,1.256,1.2438,0.45
"793",2019-09-18,1.2468,1.2502,1.2514,1.2438,-0.26
"794",2019-09-17,1.25,1.2437,1.2528,1.2392,0.58
"795",2019-09-16,1.2428,1.2501,1.2511,1.2399,-0.58
"796",2019-09-13,1.25,1.2335,1.2507,1.2327,1.36
"797",2019-09-12,1.2332,1.2325,1.2368,1.2283,0.05
"798",2019-09-11,1.2326,1.2349,1.2372,1.2312,-0.16
"799",2019-09-10,1.2346,1.2347,1.2377,1.2306,0.01
"800",2019-09-09,1.2345,1.2273,1.2385,1.2233,0.52
"801",2019-09-06,1.2281,1.2331,1.2345,1.2278,-0.39
"802",2019-09-05,1.2329,1.2253,1.2355,1.221,0.64
"803",2019-09-04,1.225,1.2078,1.2259,1.2076,1.37
"804",2019-09-03,1.2084,1.2067,1.2106,1.1958,0.15
"805",2019-09-02,1.2066,1.2149,1.2176,1.2034,-0.74
"806",2019-08-30,1.2156,1.218,1.2226,1.2139,-0.26
"807",2019-08-29,1.2188,1.2211,1.2234,1.2171,-0.17
"808",2019-08-28,1.2209,1.229,1.2293,1.2156,-0.63
"809",2019-08-27,1.2287,1.2219,1.231,1.2208,0.59
"810",2019-08-26,1.2215,1.2264,1.2287,1.2207,-0.51
"811",2019-08-23,1.2277,1.2251,1.2294,1.2194,0.22
"812",2019-08-22,1.225,1.2128,1.2273,1.2107,1.02
"813",2019-08-21,1.2126,1.217,1.2177,1.2112,-0.35
"814",2019-08-20,1.2168,1.2127,1.2183,1.2064,0.35
"815",2019-08-19,1.2125,1.2148,1.2174,1.2104,-0.2
"816",2019-08-16,1.2149,1.2086,1.2177,1.2076,0.54
"817",2019-08-15,1.2084,1.2062,1.2151,1.2049,0.21
"818",2019-08-14,1.2059,1.2058,1.2102,1.2045,0.01
"819",2019-08-13,1.2058,1.2076,1.2098,1.2041,-0.12
"820",2019-08-12,1.2073,1.2048,1.2107,1.2014,0.32
"821",2019-08-09,1.2034,1.2126,1.2155,1.2024,-0.8
"822",2019-08-08,1.2131,1.2141,1.2184,1.2095,-0.07
"823",2019-08-07,1.214,1.217,1.2192,1.212,-0.21
"824",2019-08-06,1.2166,1.2145,1.2211,1.2133,0.21
"825",2019-08-05,1.2141,1.2143,1.219,1.2101,-0.11
"826",2019-08-02,1.2154,1.2135,1.217,1.209,0.19
"827",2019-08-01,1.2131,1.2155,1.2171,1.2078,-0.21
"828",2019-07-31,1.2157,1.2154,1.225,1.2134,0.07
"829",2019-07-30,1.2149,1.222,1.2228,1.2119,-0.56
"830",2019-07-29,1.2217,1.2386,1.2389,1.2212,-1.32
"831",2019-07-26,1.238,1.2464,1.2464,1.2376,-0.59
"832",2019-07-25,1.2454,1.2484,1.2519,1.2436,-0.22
"833",2019-07-24,1.2481,1.2438,1.2523,1.2426,0.36
"834",2019-07-23,1.2436,1.2473,1.2483,1.2418,-0.3
"835",2019-07-22,1.2474,1.2508,1.2522,1.2455,-0.21
"836",2019-07-19,1.25,1.2551,1.2557,1.2477,-0.37
"837",2019-07-18,1.2546,1.2433,1.2559,1.2426,0.93
"838",2019-07-17,1.2431,1.2407,1.2457,1.2382,0.23
"839",2019-07-16,1.2403,1.2515,1.2522,1.2395,-0.89
"840",2019-07-15,1.2514,1.2573,1.2581,1.2509,-0.47
"841",2019-07-12,1.2573,1.252,1.258,1.2517,0.43
"842",2019-07-11,1.2519,1.2499,1.2572,1.2498,0.16
"843",2019-07-10,1.2499,1.2468,1.2522,1.2443,0.27
"844",2019-07-09,1.2465,1.2514,1.2524,1.244,-0.36
"845",2019-07-08,1.251,1.2517,1.2541,1.2499,-0.1
"846",2019-07-05,1.2523,1.2581,1.2588,1.248,-0.42
"847",2019-07-04,1.2576,1.2573,1.2593,1.2567,0.04
"848",2019-07-03,1.2571,1.2592,1.2603,1.2557,-0.16
"849",2019-07-02,1.2591,1.2641,1.2654,1.2583,-0.37
"850",2019-07-01,1.2638,1.2695,1.2708,1.2631,-0.43
"851",2019-06-28,1.2693,1.2677,1.2736,1.2663,0.14
"852",2019-06-27,1.2675,1.2687,1.2725,1.2661,-0.1
"853",2019-06-26,1.2688,1.27,1.2708,1.2663,-0.07
"854",2019-06-25,1.2697,1.2742,1.2785,1.2671,-0.33
"855",2019-06-24,1.2739,1.2722,1.2767,1.2708,-0.01
"856",2019-06-21,1.274,1.2701,1.275,1.2642,0.32
"857",2019-06-20,1.2699,1.2642,1.2729,1.2632,0.47
"858",2019-06-19,1.2639,1.2558,1.2674,1.2542,0.66
"859",2019-06-18,1.2556,1.2534,1.2566,1.2506,0.19
"860",2019-06-17,1.2532,1.26,1.2607,1.2531,-0.46
"861",2019-06-14,1.259,1.2676,1.2684,1.2579,-0.65
"862",2019-06-13,1.2672,1.269,1.2709,1.2661,-0.11
"863",2019-06-12,1.2686,1.2724,1.2759,1.268,-0.28
"864",2019-06-11,1.2722,1.2686,1.2734,1.2669,0.31
"865",2019-06-10,1.2683,1.2731,1.2748,1.2653,-0.4
"866",2019-06-07,1.2734,1.2702,1.2764,1.2687,0.28
"867",2019-06-06,1.2699,1.2684,1.2743,1.2667,0.12
"868",2019-06-05,1.2684,1.2697,1.2744,1.2679,-0.09
"869",2019-06-04,1.2696,1.2665,1.2716,1.2642,0.26
"870",2019-06-03,1.2663,1.2627,1.2675,1.2609,0.25
"871",2019-05-31,1.2631,1.2608,1.2645,1.2558,0.2
"872",2019-05-30,1.2606,1.2627,1.2641,1.2579,-0.15
"873",2019-05-29,1.2625,1.2654,1.2672,1.2611,-0.21
"874",2019-05-28,1.2652,1.2679,1.2702,1.265,-0.2
"875",2019-05-27,1.2677,1.2727,1.2756,1.2666,-0.28
"876",2019-05-24,1.2712,1.2657,1.2734,1.2646,0.46
"877",2019-05-23,1.2654,1.2663,1.2685,1.2605,-0.06
"878",2019-05-22,1.2661,1.2706,1.2722,1.2623,-0.35
"879",2019-05-21,1.2705,1.273,1.2815,1.2685,-0.17
"880",2019-05-20,1.2726,1.2721,1.2759,1.2714,0.06
"881",2019-05-17,1.2718,1.2797,1.2809,1.2713,-0.6
"882",2019-05-16,1.2795,1.2843,1.2864,1.2787,-0.41
"883",2019-05-15,1.2848,1.2908,1.2924,1.2825,-0.43
"884",2019-05-14,1.2904,1.2958,1.2973,1.2902,-0.39
"885",2019-05-13,1.2955,1.2998,1.3042,1.294,-0.34
"886",2019-05-10,1.2999,1.3008,1.3048,1.299,-0.11
"887",2019-05-09,1.3013,1.3007,1.3037,1.2967,0.05
"888",2019-05-08,1.3006,1.3077,1.3082,1.2987,-0.52
"889",2019-05-07,1.3074,1.3097,1.3133,1.3039,-0.16
"890",2019-05-06,1.3095,1.3114,1.3171,1.3081,-0.58
"891",2019-05-03,1.3171,1.3033,1.3178,1.2989,1.05
"892",2019-05-02,1.3034,1.305,1.3082,1.3017,-0.11
"893",2019-05-01,1.3049,1.3033,1.3103,1.3029,0.14
"894",2019-04-30,1.3031,1.2939,1.305,1.2924,0.73
"895",2019-04-29,1.2936,1.2926,1.2947,1.2904,0.15
"896",2019-04-26,1.2917,1.2899,1.2945,1.2876,0.16
"897",2019-04-25,1.2897,1.2902,1.2918,1.2865,-0.02
"898",2019-04-24,1.29,1.2938,1.2965,1.2888,-0.29
"899",2019-04-23,1.2937,1.2981,1.302,1.2928,-0.35
"900",2019-04-22,1.2982,1.2995,1.3002,1.2974,-0.05
"901",2019-04-19,1.2988,1.2998,1.3015,1.2982,-0.06
"902",2019-04-18,1.2996,1.3042,1.3054,1.2979,-0.36
"903",2019-04-17,1.3043,1.3049,1.3069,1.3029,-0.04
"904",2019-04-16,1.3048,1.3102,1.3113,1.3042,-0.37
"905",2019-04-15,1.3097,1.3076,1.312,1.3065,0.12
"906",2019-04-12,1.3081,1.3061,1.3133,1.3049,0.21
"907",2019-04-11,1.3054,1.3092,1.311,1.305,-0.27
"908",2019-04-10,1.3089,1.3058,1.3122,1.3043,0.22
"909",2019-04-09,1.306,1.3065,1.3123,1.303,-0.02
"910",2019-04-08,1.3062,1.3036,1.3076,1.3021,0.2
"911",2019-04-05,1.3036,1.3079,1.3124,1.2987,-0.31
"912",2019-04-04,1.3077,1.3161,1.3192,1.306,-0.62
"913",2019-04-03,1.3159,1.3127,1.3197,1.3121,0.24
"914",2019-04-02,1.3127,1.3102,1.3151,1.3013,0.21
"915",2019-04-01,1.3099,1.3038,1.3151,1.3009,0.52
"916",2019-03-29,1.3031,1.3046,1.3137,1.2978,-0.09
"917",2019-03-28,1.3043,1.3189,1.3217,1.3034,-1.11
"918",2019-03-27,1.3189,1.3208,1.327,1.3166,-0.14
"919",2019-03-26,1.3207,1.3194,1.3263,1.3158,0.04
"920",2019-03-25,1.3202,1.3207,1.3247,1.316,-0.05
"921",2019-03-22,1.3209,1.3109,1.3225,1.3081,0.78
"922",2019-03-21,1.3107,1.3196,1.323,1.3004,-0.67
"923",2019-03-20,1.3196,1.3269,1.3283,1.3145,-0.54
